# AK Display Point Scan Data
# Axis1: yaw [-40.00, 40.00]
# Axis2: pitch [-40.00, 40.00]
# Fixed: roll = 0.00
# Step: 0.50 degrees
# Total Points: 161 x 161 = 25921
# Timestamp: 20260204_125453
yaw,pitch,Fixed_Axis,TL_X,TL_Y,TR_X,TR_Y,BL_X,BL_Y,BR_X,BR_Y
-27.00,-32.50,0.00,-0.00,0.00,3001.49,111.15,367.72,1567.79,2721.39,2158.00
-27.00,-32.00,0.00,0.00,0.00,3008.59,91.87,363.94,1573.89,2728.75,2158.00
-27.00,-31.50,0.00,-0.00,-0.00,3016.03,72.44,360.13,1580.03,2736.43,2158.00
-27.00,-31.00,0.00,0.00,-0.00,3023.83,52.85,356.29,1586.22,2744.44,2158.00
-27.00,-30.50,0.00,0.00,-0.00,3031.99,33.10,352.42,1592.45,2752.77,2158.00
-27.00,-30.00,0.00,-0.00,-0.00,3040.52,13.18,348.52,1598.72,2761.45,2158.00
-27.00,-29.50,0.00,-0.00,4.72,3039.68,0.00,343.98,1606.04,2763.77,2158.00
-27.00,-29.00,0.00,0.00,18.40,3020.65,-0.00,338.25,1615.26,2753.55,2158.00
-27.00,-28.50,0.00,0.00,31.95,3002.10,-0.00,332.53,1624.46,2743.55,2158.00
-27.00,-28.00,0.00,-0.00,45.37,2984.02,0.00,326.83,1633.64,2733.77,2158.00
-27.00,-27.50,0.00,0.00,58.67,2966.39,-0.00,321.14,1642.80,2724.21,2158.00
-27.00,-27.00,0.00,-0.00,71.85,2949.22,-0.00,315.46,1651.94,2714.87,2158.00
-27.00,-26.50,0.00,0.00,84.91,2932.48,0.00,309.79,1661.07,2705.75,2158.00
-27.00,-26.00,0.00,0.00,97.86,2916.18,0.00,304.12,1670.18,2696.84,2158.00
-27.00,-25.50,0.00,0.00,110.70,2900.30,-0.00,298.47,1679.28,2688.16,2158.00
-27.00,-25.00,0.00,-0.00,123.43,2884.84,0.00,292.82,1688.37,2679.68,2158.00
-27.00,-24.50,0.00,0.00,136.06,2869.80,0.00,287.18,1697.45,2671.43,2158.00
-27.00,-24.00,0.00,-0.00,148.59,2855.15,0.00,281.55,1706.51,2663.38,2158.00
-27.00,-23.50,0.00,0.00,161.02,2840.90,0.00,275.92,1715.58,2655.55,2158.00
-27.00,-23.00,0.00,0.00,173.36,2827.04,-0.00,270.29,1724.63,2647.93,2158.00
-27.00,-22.50,0.00,-0.00,185.61,2813.56,0.00,264.67,1733.68,2640.52,2158.00
-27.00,-22.00,0.00,0.00,197.77,2800.46,-0.00,259.04,1742.73,2633.33,2158.00
-27.00,-21.50,0.00,-0.00,209.85,2787.73,-0.00,253.42,1751.77,2626.34,2158.00
-27.00,-21.00,0.00,0.00,221.84,2775.36,0.00,247.80,1760.82,2619.56,2158.00
-27.00,-20.50,0.00,-0.00,233.76,2763.35,-0.00,242.18,1769.87,2613.00,2158.00
-27.00,-20.00,0.00,0.00,245.59,2751.70,-0.00,236.56,1778.91,2606.65,2158.00
-27.00,-19.50,0.00,0.00,257.35,2740.40,-0.00,230.93,1787.97,2600.50,2158.00
-27.00,-19.00,0.00,0.00,269.04,2729.43,-0.00,225.30,1797.02,2594.57,2158.00
-27.00,-18.50,0.00,-0.00,280.66,2718.81,-0.00,219.67,1806.09,2588.84,2158.00
-27.00,-18.00,0.00,0.00,292.21,2708.52,-0.00,214.04,1815.16,2583.33,2158.00
-27.00,-17.50,0.00,0.00,303.70,2698.57,-0.00,208.39,1824.24,2578.03,2158.00
-27.00,-17.00,0.00,-0.00,315.12,2688.93,0.00,202.74,1833.33,2572.94,2158.00
-27.00,-16.50,0.00,0.00,326.48,2679.62,-0.00,197.09,1842.43,2568.06,2158.00
-27.00,-16.00,0.00,-0.00,337.79,2670.63,-0.00,191.42,1851.55,2563.39,2158.00
-27.00,-15.50,0.00,0.00,349.04,2661.95,0.00,185.75,1860.68,2558.93,2158.00
-27.00,-15.00,0.00,0.00,360.23,2653.58,-0.00,180.06,1869.83,2554.69,2158.00
-27.00,-14.50,0.00,0.00,371.37,2645.52,-0.00,174.37,1879.00,2550.67,2158.00
-27.00,-14.00,0.00,-0.00,382.47,2637.76,0.00,168.66,1888.18,2546.85,2158.00
-27.00,-13.50,0.00,-0.00,393.51,2630.31,-0.00,162.94,1897.39,2543.26,2158.00
-27.00,-13.00,0.00,-0.00,404.51,2623.15,-0.00,157.20,1906.61,2539.88,2158.00
-27.00,-12.50,0.00,0.00,415.46,2616.28,0.00,151.46,1915.87,2536.72,2158.00
-27.00,-12.00,0.00,-0.00,426.37,2609.71,0.00,145.69,1925.14,2533.78,2158.00
-27.00,-11.50,0.00,0.00,437.25,2603.42,0.00,139.91,1934.45,2531.06,2158.00
-27.00,-11.00,0.00,0.00,448.08,2597.42,0.00,134.11,1943.78,2528.56,2158.00
-27.00,-10.50,0.00,0.00,458.88,2591.71,-0.00,128.30,1953.14,2526.29,2158.00
-27.00,-10.00,0.00,-0.00,469.64,2586.27,-0.00,122.46,1962.53,2524.24,2158.00
-27.00,-9.50,0.00,0.00,480.37,2581.12,0.00,116.60,1971.95,2522.42,2158.00
-27.00,-9.00,0.00,-0.00,491.07,2576.24,-0.00,110.72,1981.41,2520.83,2158.00
-27.00,-8.50,0.00,-0.00,501.74,2571.64,-0.00,104.82,1990.91,2519.47,2158.00
-27.00,-8.00,0.00,0.00,512.38,2567.32,0.00,98.90,2000.44,2518.34,2158.00
-27.00,-7.50,0.00,0.00,522.99,2563.26,0.00,92.95,2010.02,2517.45,2158.00
-27.00,-7.00,0.00,0.00,533.58,2559.48,0.00,86.98,2019.63,2516.80,2158.00
-27.00,-6.50,0.00,0.00,544.15,2555.97,-0.00,80.97,2029.29,2516.39,2158.00
-27.00,-6.00,0.00,0.00,554.70,2552.72,-0.00,74.95,2038.99,2516.22,2158.00
-27.00,-5.50,0.00,-0.00,565.23,2549.74,0.00,68.89,2048.74,2516.30,2158.00
-27.00,-5.00,0.00,-0.00,575.74,2547.03,-0.00,62.80,2058.54,2516.62,2158.00
-27.00,-4.50,0.00,-0.00,586.24,2544.58,0.00,56.68,2068.39,2517.20,2158.00
-27.00,-4.00,0.00,0.00,596.72,2542.39,0.00,50.53,2078.28,2518.03,2158.00
-27.00,-3.50,0.00,-0.00,607.18,2540.47,0.00,44.34,2088.24,2519.12,2158.00
-27.00,-3.00,0.00,-0.00,617.64,2538.80,0.00,38.12,2098.25,2520.48,2158.00
-27.00,-2.50,0.00,0.00,628.09,2537.40,0.00,31.87,2108.32,2522.09,2158.00
-27.00,-2.00,0.00,0.00,638.53,2536.26,-0.00,25.57,2118.44,2523.98,2158.00
-27.00,-1.50,0.00,-0.00,648.96,2535.38,-0.00,19.24,2128.63,2526.14,2158.00
-27.00,-1.00,0.00,0.00,659.39,2534.76,-0.00,12.87,2138.89,2528.58,2158.00
-27.00,-0.50,0.00,-0.00,669.82,2534.41,0.00,6.46,2149.21,2531.30,2158.00
-27.00,0.00,0.00,-0.00,679.74,2531.57,-0.00,-0.00,2158.00,2531.57,2155.67
-27.00,0.50,0.00,6.44,686.85,2523.41,0.00,0.00,2158.00,2526.47,2140.52
-27.00,1.00,0.00,12.82,693.88,2515.63,0.00,-0.00,2158.00,2521.65,2125.44
-27.00,1.50,0.00,19.15,700.85,2508.20,-0.00,-0.00,2158.00,2517.11,2110.41
-27.00,2.00,0.00,25.41,707.76,2501.12,-0.00,-0.00,2158.00,2512.84,2095.43
-27.00,2.50,0.00,31.62,714.61,2494.38,0.00,0.00,2158.00,2508.84,2080.51
-27.00,3.00,0.00,37.78,721.40,2487.98,0.00,0.00,2158.00,2505.11,2065.64
-27.00,3.50,0.00,43.89,728.13,2481.91,0.00,0.00,2158.00,2501.65,2050.81
-27.00,4.00,0.00,49.94,734.81,2476.16,0.00,-0.00,2158.00,2498.46,2036.03
-27.00,4.50,0.00,55.95,741.43,2470.72,0.00,-0.00,2158.00,2495.53,2021.29
-27.00,5.00,0.00,61.91,748.00,2465.59,-0.00,-0.00,2158.00,2492.86,2006.60
-27.00,5.50,0.00,67.82,754.52,2460.76,0.00,-0.00,2158.00,2490.46,1991.93
-27.00,6.00,0.00,73.69,760.99,2456.22,-0.00,-0.00,2158.00,2488.31,1977.31
-27.00,6.50,0.00,79.51,767.42,2451.98,-0.00,-0.00,2158.00,2486.42,1962.72
-27.00,7.00,0.00,85.30,773.79,2448.02,-0.00,0.00,2158.00,2484.80,1948.16
-27.00,7.50,0.00,91.04,780.13,2444.34,-0.00,0.00,2158.00,2483.42,1933.62
-27.00,8.00,0.00,96.75,786.42,2440.93,-0.00,-0.00,2158.00,2482.31,1919.11
-27.00,8.50,0.00,102.41,792.66,2437.80,-0.00,0.00,2158.00,2481.45,1904.63
-27.00,9.00,0.00,108.04,798.87,2434.92,-0.00,-0.00,2158.00,2480.84,1890.17
-27.00,9.50,0.00,113.64,805.04,2432.31,0.00,-0.00,2158.00,2480.49,1875.72
-27.00,10.00,0.00,119.19,811.17,2429.96,-0.00,-0.00,2158.00,2480.39,1861.30
-27.00,10.50,0.00,124.72,817.26,2427.85,0.00,0.00,2158.00,2480.54,1846.88
-27.00,11.00,0.00,130.22,823.32,2426.00,0.00,-0.00,2158.00,2480.95,1832.48
-27.00,11.50,0.00,135.68,829.35,2424.38,-0.00,0.00,2158.00,2481.60,1818.09
-27.00,12.00,0.00,141.11,835.34,2423.01,0.00,-0.00,2158.00,2482.51,1803.71
-27.00,12.50,0.00,146.52,841.30,2421.88,0.00,-0.00,2158.00,2483.68,1789.34
-27.00,13.00,0.00,151.90,847.23,2420.98,0.00,0.00,2158.00,2485.09,1774.97
-27.00,13.50,0.00,157.25,853.13,2420.31,-0.00,0.00,2158.00,2486.75,1760.60
-27.00,14.00,0.00,162.57,859.00,2419.87,0.00,0.00,2158.00,2488.67,1746.22
-27.00,14.50,0.00,167.87,864.85,2419.66,-0.00,-0.00,2158.00,2490.84,1731.85
-27.00,15.00,0.00,173.15,870.66,2419.67,-0.00,-0.00,2158.00,2493.27,1717.47
-27.00,15.50,0.00,178.40,876.46,2419.89,0.00,0.00,2158.00,2495.94,1703.09
-27.00,16.00,0.00,183.64,882.23,2420.34,-0.00,0.00,2158.00,2498.88,1688.69
-27.00,16.50,0.00,188.85,887.97,2421.00,-0.00,0.00,2158.00,2502.06,1674.28
-27.00,17.00,0.00,194.04,893.70,2421.87,0.00,0.00,2158.00,2505.50,1659.86
-27.00,17.50,0.00,199.21,899.40,2422.95,-0.00,0.00,2158.00,2509.20,1645.42
-27.00,18.00,0.00,204.37,905.08,2424.25,0.00,0.00,2158.00,2513.16,1630.97
-27.00,18.50,0.00,209.50,910.75,2425.75,-0.00,0.00,2158.00,2517.38,1616.49
-27.00,19.00,0.00,214.62,916.39,2427.45,-0.00,0.00,2158.00,2521.85,1601.99
-27.00,19.50,0.00,219.73,922.02,2429.36,0.00,0.00,2158.00,2526.59,1587.47
-27.00,20.00,0.00,224.82,927.64,2431.47,-0.00,0.00,2158.00,2531.59,1572.92
-27.00,20.50,0.00,229.90,933.23,2433.78,0.00,0.00,2158.00,2536.86,1558.34
-27.00,21.00,0.00,234.96,938.82,2436.28,0.00,0.00,2158.00,2542.39,1543.72
-27.00,21.50,0.00,240.01,944.39,2438.99,0.00,0.00,2158.00,2548.19,1529.07
-27.00,22.00,0.00,245.05,949.94,2441.89,0.00,0.00,2158.00,2554.26,1514.39
-27.00,22.50,0.00,250.08,955.49,2444.99,-0.00,0.00,2158.00,2560.60,1499.67
-27.00,23.00,0.00,255.10,961.02,2448.28,0.00,0.00,2158.00,2567.21,1484.90
-27.00,23.50,0.00,260.11,966.55,2451.77,-0.00,0.00,2158.00,2574.10,1470.09
-27.00,24.00,0.00,265.11,972.06,2455.44,0.00,0.00,2158.00,2581.27,1455.24
-27.00,24.50,0.00,270.11,977.57,2459.31,-0.00,-0.00,2158.00,2588.72,1440.33
-27.00,25.00,0.00,275.09,983.07,2463.37,-0.00,0.00,2158.00,2596.45,1425.38
-27.00,25.50,0.00,280.08,988.56,2467.62,0.00,0.00,2158.00,2604.47,1410.37
-27.00,26.00,0.00,285.05,994.05,2472.06,0.00,0.00,2158.00,2612.78,1395.30
-27.00,26.50,0.00,290.02,999.53,2476.69,-0.00,-0.00,2158.00,2621.38,1380.18
-27.00,27.00,0.00,294.99,1005.01,2481.50,-0.00,0.00,2158.00,2630.27,1364.99
-27.00,27.50,0.00,299.96,1010.49,2486.51,-0.00,-0.00,2158.00,2639.46,1349.74
-27.00,28.00,0.00,304.92,1015.96,2491.70,-0.00,-0.00,2158.00,2648.96,1334.42
-27.00,28.50,0.00,309.88,1021.43,2497.09,-0.00,-0.00,2158.00,2658.76,1319.03
-27.00,29.00,0.00,314.85,1026.90,2502.65,0.00,-0.00,2158.00,2668.86,1303.57
-27.00,29.50,0.00,319.81,1032.37,2508.41,0.00,0.00,2158.00,2679.28,1288.03
-27.00,30.00,0.00,324.77,1037.85,2514.36,0.00,-0.00,2158.00,2690.02,1272.41
-27.00,30.50,0.00,329.74,1043.32,2520.49,-0.00,0.00,2158.00,2701.07,1256.71
-27.00,31.00,0.00,334.70,1048.80,2526.81,-0.00,0.00,2158.00,2712.45,1240.93
-27.00,31.50,0.00,339.67,1054.28,2533.32,0.00,0.00,2158.00,2724.16,1225.06
-27.00,32.00,0.00,344.65,1059.76,2540.02,0.00,0.00,2158.00,2736.20,1209.09
-27.00,32.50,0.00,349.63,1065.25,2546.91,-0.00,-0.00,2158.00,2748.58,1193.04
-27.00,33.00,0.00,354.61,1070.75,2553.99,0.00,0.00,2158.00,2761.30,1176.88
-27.00,33.50,0.00,359.60,1076.25,2561.25,0.00,0.00,2158.00,2774.38,1160.63
-27.00,34.00,0.00,364.60,1081.76,2568.71,0.00,-0.00,2158.00,2787.80,1144.27
-27.00,34.50,0.00,369.60,1087.28,2576.36,-0.00,0.00,2158.00,2801.59,1127.80
-27.00,35.00,0.00,374.62,1092.81,2584.21,-0.00,0.00,2158.00,2815.74,1111.22
-27.00,35.50,0.00,379.64,1098.34,2592.24,-0.00,0.00,2158.00,2830.26,1094.52
-27.00,36.00,0.00,384.67,1103.90,2600.47,0.00,-0.00,2158.00,2845.16,1077.71
-27.00,36.50,0.00,389.72,1109.46,2608.90,0.00,0.00,2158.00,2860.44,1060.77
-27.00,37.00,0.00,394.77,1115.03,2617.52,0.00,0.00,2158.00,2876.11,1043.71
-27.00,37.50,0.00,399.84,1120.62,2626.34,0.00,-0.00,2158.00,2892.17,1026.51
-27.00,38.00,0.00,404.92,1126.22,2635.35,-0.00,-0.00,2158.00,2908.65,1009.18
-27.00,38.50,0.00,410.02,1131.84,2644.57,0.00,-0.00,2158.00,2925.53,991.71
-27.00,39.00,0.00,415.13,1137.48,2653.99,0.00,-0.00,2158.00,2942.83,974.10
-27.00,39.50,0.00,420.26,1143.13,2663.61,-0.00,-0.00,2158.00,2960.56,956.34
-27.00,40.00,0.00,425.40,1148.81,2673.43,-0.00,-0.00,2158.00,2978.72,938.42
-26.50,-40.00,0.00,-0.00,-0.00,2971.55,379.58,424.08,1488.68,2670.91,2158.00
-26.50,-39.50,0.00,0.00,0.00,2973.66,362.27,420.57,1494.24,2674.16,2158.00
-26.50,-39.00,0.00,0.00,0.00,2976.07,344.88,417.04,1499.83,2677.65,2158.00
-26.50,-38.50,0.00,0.00,-0.00,2978.77,327.40,413.50,1505.44,2681.38,2158.00
-26.50,-38.00,0.00,0.00,-0.00,2981.76,309.83,409.94,1511.08,2685.35,2158.00
-26.50,-37.50,0.00,0.00,-0.00,2985.06,292.16,406.36,1516.74,2689.56,2158.00
-26.50,-37.00,0.00,0.00,-0.00,2988.66,274.39,402.76,1522.44,2694.03,2158.00
-26.50,-36.50,0.00,0.00,-0.00,2992.56,256.51,399.15,1528.17,2698.75,2158.00
-26.50,-36.00,0.00,-0.00,-0.00,2996.78,238.53,395.51,1533.92,2703.73,2158.00
-26.50,-35.50,0.00,-0.00,0.00,3001.31,220.44,391.86,1539.71,2708.98,2158.00
-26.50,-35.00,0.00,-0.00,-0.00,3006.16,202.23,388.18,1545.53,2714.50,2158.00
-26.50,-34.50,0.00,-0.00,0.00,3011.32,183.91,384.48,1551.39,2720.29,2158.00
-26.50,-34.00,0.00,-0.00,0.00,3016.81,165.46,380.76,1557.28,2726.37,2158.00
-26.50,-33.50,0.00,0.00,-0.00,3022.63,146.88,377.02,1563.21,2732.73,2158.00
-26.50,-33.00,0.00,0.00,-0.00,3028.79,128.18,373.25,1569.18,2739.39,2158.00
-26.50,-32.50,0.00,0.00,-0.00,3035.28,109.34,369.45,1575.19,2746.35,2158.00
-26.50,-32.00,0.00,0.00,0.00,3042.11,90.36,365.64,1581.24,2753.62,2158.00
-26.50,-31.50,0.00,-0.00,-0.00,3049.29,71.24,361.79,1587.33,2761.20,2158.00
-26.50,-31.00,0.00,-0.00,-0.00,3056.82,51.96,357.92,1593.46,2769.10,2158.00
-26.50,-30.50,0.00,-0.00,0.00,3064.72,32.54,354.01,1599.64,2777.33,2158.00
-26.50,-30.00,0.00,0.00,0.00,3072.97,12.96,350.08,1605.87,2785.90,2158.00
-26.50,-29.50,0.00,0.00,4.67,3071.92,-0.00,345.51,1613.11,2788.17,2158.00
-26.50,-29.00,0.00,0.00,18.19,3052.81,-0.00,339.76,1622.20,2778.01,2158.00
-26.50,-28.50,0.00,0.00,31.57,3034.18,0.00,334.02,1631.27,2768.06,2158.00
-26.50,-28.00,0.00,0.00,44.84,3016.01,-0.00,328.30,1640.33,2758.34,2158.00
-26.50,-27.50,0.00,-0.00,57.98,2998.31,-0.00,322.59,1649.36,2748.84,2158.00
-26.50,-27.00,0.00,-0.00,71.00,2981.06,-0.00,316.88,1658.38,2739.57,2158.00
-26.50,-26.50,0.00,-0.00,83.91,2964.25,0.00,311.19,1667.38,2730.51,2158.00
-26.50,-26.00,0.00,0.00,96.70,2947.88,-0.00,305.51,1676.37,2721.67,2158.00
-26.50,-25.50,0.00,-0.00,109.39,2931.93,-0.00,299.83,1685.35,2713.04,2158.00
-26.50,-25.00,0.00,0.00,121.97,2916.40,-0.00,294.17,1694.31,2704.64,2158.00
-26.50,-24.50,0.00,-0.00,134.45,2901.29,0.00,288.50,1703.27,2696.44,2158.00
-26.50,-24.00,0.00,0.00,146.83,2886.58,-0.00,282.85,1712.21,2688.47,2158.00
-26.50,-23.50,0.00,-0.00,159.12,2872.27,-0.00,277.20,1721.15,2680.70,2158.00
-26.50,-23.00,0.00,0.00,171.31,2858.34,0.00,271.55,1730.09,2673.15,2158.00
-26.50,-22.50,0.00,-0.00,183.42,2844.81,0.00,265.90,1739.02,2665.82,2158.00
-26.50,-22.00,0.00,0.00,195.43,2831.65,-0.00,260.26,1747.95,2658.69,2158.00
-26.50,-21.50,0.00,0.00,207.37,2818.86,-0.00,254.61,1756.87,2651.78,2158.00
-26.50,-21.00,0.00,0.00,219.22,2806.44,0.00,248.97,1765.80,2645.08,2158.00
-26.50,-20.50,0.00,0.00,230.99,2794.38,0.00,243.33,1774.72,2638.59,2158.00
-26.50,-20.00,0.00,0.00,242.69,2782.68,0.00,237.68,1783.65,2632.31,2158.00
-26.50,-19.50,0.00,-0.00,254.31,2771.32,-0.00,232.03,1792.59,2626.25,2158.00
-26.50,-19.00,0.00,-0.00,265.86,2760.31,0.00,226.38,1801.52,2620.39,2158.00
-26.50,-18.50,0.00,0.00,277.34,2749.64,-0.00,220.73,1810.47,2614.75,2158.00
-26.50,-18.00,0.00,0.00,288.75,2739.31,-0.00,215.07,1819.42,2609.32,2158.00
-26.50,-17.50,0.00,-0.00,300.10,2729.31,0.00,209.40,1828.38,2604.10,2158.00
-26.50,-17.00,0.00,-0.00,311.39,2719.64,-0.00,203.73,1837.36,2599.09,2158.00
-26.50,-16.50,0.00,0.00,322.62,2710.28,0.00,198.04,1846.34,2594.30,2158.00
-26.50,-16.00,0.00,0.00,333.79,2701.25,-0.00,192.36,1855.34,2589.72,2158.00
-26.50,-15.50,0.00,-0.00,344.91,2692.53,0.00,186.66,1864.36,2585.35,2158.00
-26.50,-15.00,0.00,-0.00,355.97,2684.13,-0.00,180.95,1873.39,2581.20,2158.00
-26.50,-14.50,0.00,0.00,366.98,2676.03,-0.00,175.23,1882.43,2577.27,2158.00
-26.50,-14.00,0.00,-0.00,377.94,2668.24,-0.00,169.49,1891.50,2573.55,2158.00
-26.50,-13.50,0.00,-0.00,388.85,2660.75,-0.00,163.75,1900.59,2570.05,2158.00
-26.50,-13.00,0.00,0.00,399.72,2653.56,-0.00,157.99,1909.70,2566.76,2158.00
-26.50,-12.50,0.00,-0.00,410.55,2646.66,0.00,152.21,1918.83,2563.70,2158.00
-26.50,-12.00,0.00,-0.00,421.33,2640.06,0.00,146.42,1927.99,2560.86,2158.00
-26.50,-11.50,0.00,0.00,432.07,2633.75,-0.00,140.61,1937.18,2558.24,2158.00
-26.50,-11.00,0.00,-0.00,442.78,2627.72,0.00,134.79,1946.39,2555.85,2158.00
-26.50,-10.50,0.00,0.00,453.45,2621.98,-0.00,128.94,1955.64,2553.68,2158.00
-26.50,-10.00,0.00,0.00,464.08,2616.52,-0.00,123.08,1964.91,2551.74,2158.00
-26.50,-9.50,0.00,-0.00,474.69,2611.35,0.00,117.20,1974.22,2550.02,2158.00
-26.50,-9.00,0.00,-0.00,485.26,2606.45,0.00,111.29,1983.56,2548.54,2158.00
-26.50,-8.50,0.00,-0.00,495.80,2601.83,-0.00,105.36,1992.94,2547.29,2158.00
-26.50,-8.00,0.00,0.00,506.31,2597.49,-0.00,99.41,2002.35,2546.28,2158.00
-26.50,-7.50,0.00,-0.00,516.80,2593.41,-0.00,93.43,2011.81,2545.50,2158.00
-26.50,-7.00,0.00,0.00,527.27,2589.61,0.00,87.43,2021.30,2544.97,2158.00
-26.50,-6.50,0.00,0.00,537.71,2586.08,0.00,81.39,2030.84,2544.68,2158.00
-26.50,-6.00,0.00,-0.00,548.14,2582.82,0.00,75.34,2040.43,2544.63,2158.00
-26.50,-5.50,0.00,-0.00,558.54,2579.83,-0.00,69.25,2050.05,2544.83,2158.00
-26.50,-5.00,0.00,0.00,568.93,2577.11,-0.00,63.13,2059.73,2545.28,2158.00
-26.50,-4.50,0.00,-0.00,579.30,2574.65,0.00,56.98,2069.46,2545.98,2158.00
-26.50,-4.00,0.00,-0.00,589.66,2572.45,0.00,50.80,2079.24,2546.94,2158.00
-26.50,-3.50,0.00,0.00,600.00,2570.52,-0.00,44.58,2089.07,2548.17,2158.00
-26.50,-3.00,0.00,0.00,610.34,2568.85,0.00,38.33,2098.96,2549.65,2158.00
-26.50,-2.50,0.00,-0.00,620.66,2567.44,-0.00,32.04,2108.91,2551.41,2158.00
-26.50,-2.00,0.00,-0.00,630.98,2566.30,-0.00,25.71,2118.91,2553.43,2158.00
-26.50,-1.50,0.00,0.00,641.29,2565.41,0.00,19.35,2128.98,2555.73,2158.00
-26.50,-1.00,0.00,-0.00,651.59,2564.79,-0.00,12.94,2139.11,2558.31,2158.00
-26.50,-0.50,0.00,0.00,661.90,2564.43,0.00,6.49,2149.31,2561.18,2158.00
-26.50,0.00,0.00,0.00,671.71,2561.61,-0.00,0.00,2158.00,2561.61,2155.71
-26.50,0.50,0.00,6.48,678.76,2553.55,-0.00,-0.00,2158.00,2556.76,2140.82
-26.50,1.00,0.00,12.90,685.76,2545.86,0.00,0.00,2158.00,2552.19,2125.99
-26.50,1.50,0.00,19.25,692.69,2538.52,-0.00,0.00,2158.00,2547.89,2111.21
-26.50,2.00,0.00,25.56,699.55,2531.54,-0.00,-0.00,2158.00,2543.86,2096.48
-26.50,2.50,0.00,31.81,706.36,2524.89,-0.00,-0.00,2158.00,2540.11,2081.79
-26.50,3.00,0.00,38.00,713.11,2518.58,-0.00,0.00,2158.00,2536.62,2067.16
-26.50,3.50,0.00,44.14,719.80,2512.59,-0.00,-0.00,2158.00,2533.40,2052.56
-26.50,4.00,0.00,50.24,726.44,2506.93,0.00,0.00,2158.00,2530.45,2038.01
-26.50,4.50,0.00,56.28,733.03,2501.57,0.00,0.00,2158.00,2527.77,2023.49
-26.50,5.00,0.00,62.28,739.56,2496.53,0.00,0.00,2158.00,2525.34,2009.01
-26.50,5.50,0.00,68.23,746.05,2491.78,-0.00,-0.00,2158.00,2523.18,1994.57
-26.50,6.00,0.00,74.14,752.49,2487.33,0.00,-0.00,2158.00,2521.28,1980.16
-26.50,6.50,0.00,80.00,758.88,2483.17,0.00,-0.00,2158.00,2519.64,1965.77
-26.50,7.00,0.00,85.83,765.22,2479.30,-0.00,-0.00,2158.00,2518.25,1951.41
-26.50,7.50,0.00,91.61,771.52,2475.70,-0.00,-0.00,2158.00,2517.13,1937.08
-26.50,8.00,0.00,97.35,777.78,2472.37,-0.00,-0.00,2158.00,2516.26,1922.77
-26.50,8.50,0.00,103.06,784.00,2469.32,0.00,0.00,2158.00,2515.65,1908.48
-26.50,9.00,0.00,108.73,790.18,2466.53,0.00,-0.00,2158.00,2515.29,1894.20
-26.50,9.50,0.00,114.37,796.32,2464.00,0.00,0.00,2158.00,2515.19,1879.94
-26.50,10.00,0.00,119.97,802.42,2461.73,-0.00,0.00,2158.00,2515.34,1865.70
-26.50,10.50,0.00,125.54,808.49,2459.70,-0.00,-0.00,2158.00,2515.74,1851.47
-26.50,11.00,0.00,131.07,814.52,2457.93,0.00,-0.00,2158.00,2516.40,1837.24
-26.50,11.50,0.00,136.58,820.52,2456.40,0.00,0.00,2158.00,2517.32,1823.02
-26.50,12.00,0.00,142.06,826.49,2455.12,0.00,-0.00,2158.00,2518.49,1808.81
-26.50,12.50,0.00,147.51,832.43,2454.07,0.00,-0.00,2158.00,2519.91,1794.60
-26.50,13.00,0.00,152.93,838.34,2453.26,-0.00,-0.00,2158.00,2521.58,1780.39
-26.50,13.50,0.00,158.32,844.21,2452.67,0.00,0.00,2158.00,2523.51,1766.18
-26.50,14.00,0.00,163.69,850.06,2452.32,0.00,0.00,2158.00,2525.70,1751.96
-26.50,14.50,0.00,169.04,855.89,2452.19,0.00,-0.00,2158.00,2528.14,1737.74
-26.50,15.00,0.00,174.36,861.69,2452.29,0.00,0.00,2158.00,2530.83,1723.51
-26.50,15.50,0.00,179.66,867.46,2452.61,-0.00,-0.00,2158.00,2533.79,1709.27
-26.50,16.00,0.00,184.94,873.21,2453.14,0.00,-0.00,2158.00,2537.00,1695.02
-26.50,16.50,0.00,190.19,878.94,2453.90,-0.00,0.00,2158.00,2540.46,1680.75
-26.50,17.00,0.00,195.43,884.65,2454.86,0.00,0.00,2158.00,2544.19,1666.46
-26.50,17.50,0.00,200.65,890.33,2456.04,-0.00,-0.00,2158.00,2548.18,1652.16
-26.50,18.00,0.00,205.85,896.00,2457.43,0.00,0.00,2158.00,2552.43,1637.83
-26.50,18.50,0.00,211.03,901.65,2459.03,-0.00,0.00,2158.00,2556.94,1623.48
-26.50,19.00,0.00,216.20,907.28,2460.83,-0.00,0.00,2158.00,2561.71,1609.11
-26.50,19.50,0.00,221.35,912.89,2462.84,-0.00,-0.00,2158.00,2566.75,1594.71
-26.50,20.00,0.00,226.49,918.49,2465.05,-0.00,-0.00,2158.00,2572.06,1580.27
-26.50,20.50,0.00,231.62,924.07,2467.46,0.00,-0.00,2158.00,2577.64,1565.80
-26.50,21.00,0.00,236.73,929.64,2470.07,-0.00,0.00,2158.00,2583.48,1551.30
-26.50,21.50,0.00,241.83,935.20,2472.89,0.00,0.00,2158.00,2589.60,1536.76
-26.50,22.00,0.00,246.92,940.75,2475.90,0.00,0.00,2158.00,2595.99,1522.18
-26.50,22.50,0.00,251.99,946.28,2479.10,0.00,0.00,2158.00,2602.66,1507.56
-26.50,23.00,0.00,257.06,951.80,2482.51,-0.00,0.00,2158.00,2609.61,1492.89
