WriteCoords(TL_x,TL_y,TR_x,TR_y,BL_x,BL_y,BR_x,BR_y)	ErrorCode
0,0,3371,175,1225,1579,1869,1579	0
0,0,3371,175,1225,1579,1869,1929	0
0,0,3371,175,1225,1579,2219,1579	0
0,0,3371,175,1225,1579,2219,1929	0
0,0,3371,175,1225,1579,2671,1061	0
0,0,3371,175,1225,1579,3021,1061	0
0,0,3371,175,1225,1579,3371,1061	0
0,0,3371,175,1225,1579,3721,1061	0
0,0,3371,175,1225,1579,1519,1061	0
0,0,3371,175,1225,1579,1869,1061	0
0,0,3371,175,1225,1579,2219,1061	0
0,0,3371,175,1225,1929,2671,1579	0
0,0,3371,175,1225,1929,2671,1929	0
0,0,3371,175,1225,1929,3021,1579	0
0,0,3371,175,1225,1929,3021,1929	0
0,0,3371,175,1225,1929,3371,1579	1
0,0,3371,175,1225,1929,3371,1929	1
0,0,3371,175,1225,1929,3721,1579	1
0,0,3371,175,1225,1929,3721,1929	1
0,0,3371,175,1225,1929,1519,1579	0
0,0,3371,175,1225,1929,1519,1929	0
0,0,3371,175,1225,1929,1869,1579	0
0,0,3371,175,1225,1929,1869,1929	0
0,0,3371,175,1225,1929,2219,1579	0
0,0,3371,175,1225,1929,2219,1929	0
0,0,3371,175,1225,1929,2671,1061	0
0,0,3371,175,1225,1929,3021,1061	0
0,0,3371,175,1225,1929,3371,1061	0
0,0,3371,175,1225,1929,3721,1061	0
0,0,3371,175,1225,1929,1519,1061	0
0,0,3371,175,1225,1929,1869,1061	0
0,0,3371,175,1225,1929,2219,1061	0
0,0,3371,175,1519,1579,2671,1579	0
0,0,3371,175,1519,1579,2671,1929	0
0,0,3371,175,1519,1579,3021,1579	0
0,0,3371,175,1519,1579,3021,1929	0
0,0,3371,175,1519,1579,3371,1579	0
0,0,3371,175,1519,1579,3371,1929	0
0,0,3371,175,1519,1579,3721,1579	1
0,0,3371,175,1519,1579,3721,1929	1
0,0,3371,175,1519,1579,1519,1579	0
0,0,3371,175,1519,1579,1519,1929	0
0,0,3371,175,1519,1579,1869,1579	0
0,0,3371,175,1519,1579,1869,1929	0
0,0,3371,175,1519,1579,2219,1579	0
0,0,3371,175,1519,1579,2219,1929	0
0,0,3371,175,1519,1579,2671,1061	0
0,0,3371,175,1519,1579,3021,1061	0
0,0,3371,175,1519,1579,3371,1061	0
0,0,3371,175,1519,1579,3721,1061	0
0,0,3371,175,1519,1579,1519,1061	0
0,0,3371,175,1519,1579,1869,1061	0
0,0,3371,175,1519,1579,2219,1061	0
0,0,3371,175,1519,1929,2671,1579	0
0,0,3371,175,1519,1929,2671,1929	0
0,0,3371,175,1519,1929,3021,1579	0
0,0,3371,175,1519,1929,3021,1929	0
0,0,3371,175,1519,1929,3371,1579	0
0,0,3371,175,1519,1929,3371,1929	0
0,0,3371,175,1519,1929,3721,1579	1
0,0,3371,175,1519,1929,3721,1929	1
0,0,3371,175,1519,1929,1519,1579	0
0,0,3371,175,1519,1929,1519,1929	0
0,0,3371,175,1519,1929,1869,1579	0
0,0,3371,175,1519,1929,1869,1929	0
0,0,3371,175,1519,1929,2219,1579	0
0,0,3371,175,1519,1929,2219,1929	0
0,0,3371,175,1519,1929,2671,1061	0
0,0,3371,175,1519,1929,3021,1061	0
0,0,3371,175,1519,1929,3371,1061	0
0,0,3371,175,1519,1929,3721,1061	0
0,0,3371,175,1519,1929,1519,1061	0
0,0,3371,175,1519,1929,1869,1061	0
0,0,3371,175,1519,1929,2219,1061	0
0,0,3371,175,1869,1579,2671,1579	0
0,0,3371,175,1869,1579,2671,1929	0
0,0,3371,175,1869,1579,3021,1579	0
0,0,3371,175,1869,1579,3021,1929	0
0,0,3371,175,1869,1579,3371,1579	0
0,0,3371,175,1869,1579,3371,1929	0
0,0,3371,175,1869,1579,3721,1579	0
0,0,3371,175,1869,1579,3721,1929	0
0,0,3371,175,1869,1579,1519,1579	0
0,0,3371,175,1869,1579,1519,1929	0
0,0,3371,175,1869,1579,1869,1579	0
0,0,3371,175,1869,1579,1869,1929	0
0,0,3371,175,1869,1579,2219,1579	0
0,0,3371,175,1869,1579,2219,1929	0
0,0,3371,175,1869,1579,2671,1061	0
0,0,3371,175,1869,1579,3021,1061	0
0,0,3371,175,1869,1579,3371,1061	0
0,0,3371,175,1869,1579,3721,1061	0
0,0,3371,175,1869,1579,1519,1061	0
0,0,3371,175,1869,1579,1869,1061	0
0,0,3371,175,1869,1579,2219,1061	0
0,0,3371,175,1869,1929,2671,1579	0
0,0,3371,175,1869,1929,2671,1929	0
0,0,3371,175,1869,1929,3021,1579	0
0,0,3371,175,1869,1929,3021,1929	0
0,0,3371,175,1869,1929,3371,1579	0
0,0,3371,175,1869,1929,3371,1929	0
0,0,3371,175,1869,1929,3721,1579	0
0,0,3371,175,1869,1929,3721,1929	0
0,0,3371,175,1869,1929,1519,1579	0
0,0,3371,175,1869,1929,1519,1929	0
0,0,3371,175,1869,1929,1869,1579	0
0,0,3371,175,1869,1929,1869,1929	0
0,0,3371,175,1869,1929,2219,1579	0
0,0,3371,175,1869,1929,2219,1929	0
0,0,3371,175,1869,1929,2671,1061	0
0,0,3371,175,1869,1929,3021,1061	0
0,0,3371,175,1869,1929,3371,1061	0
0,0,3371,175,1869,1929,3721,1061	0
0,0,3371,175,1869,1929,1519,1061	0
0,0,3371,175,1869,1929,1869,1061	0
0,0,3371,175,1869,1929,2219,1061	0
0,0,3371,175,2219,1579,2671,1579	0
0,0,3371,175,2219,1579,2671,1929	0
0,0,3371,175,2219,1579,3021,1579	0
0,0,3371,175,2219,1579,3021,1929	0
0,0,3371,175,2219,1579,3371,1579	0
0,0,3371,175,2219,1579,3371,1929	0
0,0,3371,175,2219,1579,3721,1579	0
0,0,3371,175,2219,1579,3721,1929	0
0,0,3371,175,2219,1579,1519,1579	0
0,0,3371,175,2219,1579,1519,1929	0
0,0,3371,175,2219,1579,1869,1579	0
0,0,3371,175,2219,1579,1869,1929	0
0,0,3371,175,2219,1579,2219,1579	0
0,0,3371,175,2219,1579,2219,1929	0
0,0,3371,175,2219,1579,2671,1061	0
0,0,3371,175,2219,1579,3021,1061	0
0,0,3371,175,2219,1579,3371,1061	0
0,0,3371,175,2219,1579,3721,1061	0
0,0,3371,175,2219,1579,1519,1061	0
0,0,3371,175,2219,1579,1869,1061	0
0,0,3371,175,2219,1579,2219,1061	0
0,0,3371,175,2219,1929,2671,1579	0
0,0,3371,175,2219,1929,2671,1929	0
0,0,3371,175,2219,1929,3021,1579	0
0,0,3371,175,2219,1929,3021,1929	0
0,0,3371,175,2219,1929,3371,1579	0
0,0,3371,175,2219,1929,3371,1929	0
0,0,3371,175,2219,1929,3721,1579	0
0,0,3371,175,2219,1929,3721,1929	0
0,0,3371,175,2219,1929,1519,1579	0
0,0,3371,175,2219,1929,1519,1929	0
0,0,3371,175,2219,1929,1869,1579	0
0,0,3371,175,2219,1929,1869,1929	0
0,0,3371,175,2219,1929,2219,1579	0
0,0,3371,175,2219,1929,2219,1929	0
0,0,3371,175,2219,1929,2671,1061	0
0,0,3371,175,2219,1929,3021,1061	0
0,0,3371,175,2219,1929,3371,1061	0
0,0,3371,175,2219,1929,3721,1061	0
0,0,3371,175,2219,1929,1519,1061	0
0,0,3371,175,2219,1929,1869,1061	0
0,0,3371,175,2219,1929,2219,1061	0
0,0,3371,175,175,1061,2671,1579	0
0,0,3371,175,175,1061,2671,1929	0
0,0,3371,175,175,1061,3021,1579	0
0,0,3371,175,175,1061,3021,1929	0
0,0,3371,175,175,1061,3371,1579	0
0,0,3371,175,175,1061,3371,1929	0
0,0,3371,175,175,1061,3721,1579	0
0,0,3371,175,175,1061,3721,1929	0
0,0,3371,175,175,1061,1519,1579	0
0,0,3371,175,175,1061,1519,1929	0
0,0,3371,175,175,1061,1869,1579	0
0,0,3371,175,175,1061,1869,1929	0
0,0,3371,175,175,1061,2219,1579	0
0,0,3371,175,175,1061,2219,1929	0
0,0,3371,175,175,1061,2671,1061	0
0,0,3371,175,175,1061,3021,1061	0
0,0,3371,175,175,1061,3371,1061	0
0,0,3371,175,175,1061,3721,1061	0
0,0,3371,175,175,1061,1519,1061	0
0,0,3371,175,175,1061,1869,1061	0
0,0,3371,175,175,1061,2219,1061	0
0,0,3371,175,525,1061,2671,1579	0
0,0,3371,175,525,1061,2671,1929	0
0,0,3371,175,525,1061,3021,1579	0
0,0,3371,175,525,1061,3021,1929	0
0,0,3371,175,525,1061,3371,1579	0
0,0,3371,175,525,1061,3371,1929	0
0,0,3371,175,525,1061,3721,1579	0
0,0,3371,175,525,1061,3721,1929	0
0,0,3371,175,525,1061,1519,1579	0
0,0,3371,175,525,1061,1519,1929	0
0,0,3371,175,525,1061,1869,1579	0
0,0,3371,175,525,1061,1869,1929	0
0,0,3371,175,525,1061,2219,1579	0
0,0,3371,175,525,1061,2219,1929	0
0,0,3371,175,525,1061,2671,1061	0
0,0,3371,175,525,1061,3021,1061	0
0,0,3371,175,525,1061,3371,1061	0
0,0,3371,175,525,1061,3721,1061	0
0,0,3371,175,525,1061,1519,1061	0
0,0,3371,175,525,1061,1869,1061	0
0,0,3371,175,525,1061,2219,1061	0
0,0,3371,175,875,1061,2671,1579	0
0,0,3371,175,875,1061,2671,1929	0
0,0,3371,175,875,1061,3021,1579	0
0,0,3371,175,875,1061,3021,1929	0
0,0,3371,175,875,1061,3371,1579	0
0,0,3371,175,875,1061,3371,1929	0
0,0,3371,175,875,1061,3721,1579	0
0,0,3371,175,875,1061,3721,1929	0
0,0,3371,175,875,1061,1519,1579	0
0,0,3371,175,875,1061,1519,1929	0
0,0,3371,175,875,1061,1869,1579	0
0,0,3371,175,875,1061,1869,1929	0
0,0,3371,175,875,1061,2219,1579	0
0,0,3371,175,875,1061,2219,1929	0
0,0,3371,175,875,1061,2671,1061	0
0,0,3371,175,875,1061,3021,1061	0
0,0,3371,175,875,1061,3371,1061	0
0,0,3371,175,875,1061,3721,1061	0
0,0,3371,175,875,1061,1519,1061	0
0,0,3371,175,875,1061,1869,1061	0
0,0,3371,175,875,1061,2219,1061	0
0,0,3371,175,1225,1061,2671,1579	0
0,0,3371,175,1225,1061,2671,1929	0
0,0,3371,175,1225,1061,3021,1579	0
0,0,3371,175,1225,1061,3021,1929	0
0,0,3371,175,1225,1061,3371,1579	0
0,0,3371,175,1225,1061,3371,1929	0
0,0,3371,175,1225,1061,3721,1579	0
0,0,3371,175,1225,1061,3721,1929	0
0,0,3371,175,1225,1061,1519,1579	0
0,0,3371,175,1225,1061,1519,1929	0
0,0,3371,175,1225,1061,1869,1579	0
0,0,3371,175,1225,1061,1869,1929	0
0,0,3371,175,1225,1061,2219,1579	0
0,0,3371,175,1225,1061,2219,1929	0
0,0,3371,175,1225,1061,2671,1061	0
0,0,3371,175,1225,1061,3021,1061	0
0,0,3371,175,1225,1061,3371,1061	0
0,0,3371,175,1225,1061,3721,1061	0
0,0,3371,175,1225,1061,1519,1061	0
0,0,3371,175,1225,1061,1869,1061	0
0,0,3371,175,1225,1061,2219,1061	0
0,0,3371,175,1519,1061,2671,1579	0
0,0,3371,175,1519,1061,2671,1929	0
0,0,3371,175,1519,1061,3021,1579	0
0,0,3371,175,1519,1061,3021,1929	0
0,0,3371,175,1519,1061,3371,1579	0
0,0,3371,175,1519,1061,3371,1929	0
0,0,3371,175,1519,1061,3721,1579	0
0,0,3371,175,1519,1061,3721,1929	0
0,0,3371,175,1519,1061,1519,1579	0
0,0,3371,175,1519,1061,1519,1929	0
0,0,3371,175,1519,1061,1869,1579	0
0,0,3371,175,1519,1061,1869,1929	0
0,0,3371,175,1519,1061,2219,1579	0
0,0,3371,175,1519,1061,2219,1929	0
0,0,3371,175,1519,1061,2671,1061	0
0,0,3371,175,1519,1061,3021,1061	0
0,0,3371,175,1519,1061,3371,1061	0
0,0,3371,175,1519,1061,3721,1061	0
0,0,3371,175,1519,1061,1519,1061	0
0,0,3371,175,1519,1061,1869,1061	0
0,0,3371,175,1519,1061,2219,1061	0
0,0,3371,175,1869,1061,2671,1579	0
0,0,3371,175,1869,1061,2671,1929	0
0,0,3371,175,1869,1061,3021,1579	0
0,0,3371,175,1869,1061,3021,1929	0
0,0,3371,175,1869,1061,3371,1579	0
0,0,3371,175,1869,1061,3371,1929	0
0,0,3371,175,1869,1061,3721,1579	0
0,0,3371,175,1869,1061,3721,1929	0
0,0,3371,175,1869,1061,1519,1579	0
0,0,3371,175,1869,1061,1519,1929	0
0,0,3371,175,1869,1061,1869,1579	0
0,0,3371,175,1869,1061,1869,1929	0
0,0,3371,175,1869,1061,2219,1579	0
0,0,3371,175,1869,1061,2219,1929	0
0,0,3371,175,1869,1061,2671,1061	0
0,0,3371,175,1869,1061,3021,1061	0
0,0,3371,175,1869,1061,3371,1061	0
0,0,3371,175,1869,1061,3721,1061	0
0,0,3371,175,1869,1061,1519,1061	0
0,0,3371,175,1869,1061,1869,1061	0
0,0,3371,175,1869,1061,2219,1061	0
0,0,3371,175,2219,1061,2671,1579	0
0,0,3371,175,2219,1061,2671,1929	0
0,0,3371,175,2219,1061,3021,1579	0
0,0,3371,175,2219,1061,3021,1929	0
0,0,3371,175,2219,1061,3371,1579	0
0,0,3371,175,2219,1061,3371,1929	0
0,0,3371,175,2219,1061,3721,1579	0
0,0,3371,175,2219,1061,3721,1929	0
0,0,3371,175,2219,1061,1519,1579	0
0,0,3371,175,2219,1061,1519,1929	0
0,0,3371,175,2219,1061,1869,1579	0
0,0,3371,175,2219,1061,1869,1929	0
0,0,3371,175,2219,1061,2219,1579	0
0,0,3371,175,2219,1061,2219,1929	0
0,0,3371,175,2219,1061,2671,1061	0
0,0,3371,175,2219,1061,3021,1061	0
0,0,3371,175,2219,1061,3371,1061	0
0,0,3371,175,2219,1061,3721,1061	0
0,0,3371,175,2219,1061,1519,1061	0
0,0,3371,175,2219,1061,1869,1061	0
0,0,3371,175,2219,1061,2219,1061	0
0,0,3371,525,175,1579,2671,1579	0
0,0,3371,525,175,1579,2671,1929	1
0,0,3371,525,175,1579,3021,1579	0
0,0,3371,525,175,1579,3021,1929	1
0,0,3371,525,175,1579,3371,1579	0
0,0,3371,525,175,1579,3371,1929	1
0,0,3371,525,175,1579,3721,1579	0
0,0,3371,525,175,1579,3721,1929	1
0,0,3371,525,175,1579,1519,1579	0
0,0,3371,525,175,1579,1519,1929	0
0,0,3371,525,175,1579,1869,1579	0
0,0,3371,525,175,1579,1869,1929	0
0,0,3371,525,175,1579,2219,1579	0
0,0,3371,525,175,1579,2219,1929	0
0,0,3371,525,175,1579,2671,1061	0
0,0,3371,525,175,1579,3021,1061	0
0,0,3371,525,175,1579,3371,1061	0
0,0,3371,525,175,1579,3721,1061	0
0,0,3371,525,175,1579,1519,1061	0
0,0,3371,525,175,1579,1869,1061	0
0,0,3371,525,175,1579,2219,1061	0
0,0,3371,525,175,1929,2671,1579	0
0,0,3371,525,175,1929,2671,1929	1
0,0,3371,525,175,1929,3021,1579	0
0,0,3371,525,175,1929,3021,1929	1
0,0,3371,525,175,1929,3371,1579	0
0,0,3371,525,175,1929,3371,1929	1
0,0,3371,525,175,1929,3721,1579	0
0,0,3371,525,175,1929,3721,1929	1
0,0,3371,525,175,1929,1519,1579	0
0,0,3371,525,175,1929,1519,1929	0
0,0,3371,525,175,1929,1869,1579	0
0,0,3371,525,175,1929,1869,1929	0
0,0,3371,525,175,1929,2219,1579	0
0,0,3371,525,175,1929,2219,1929	0
0,0,3371,525,175,1929,2671,1061	0
0,0,3371,525,175,1929,3021,1061	0
0,0,3371,525,175,1929,3371,1061	0
0,0,3371,525,175,1929,3721,1061	0
0,0,3371,525,175,1929,1519,1061	0
0,0,3371,525,175,1929,1869,1061	0
0,0,3371,525,175,1929,2219,1061	0
0,0,3371,525,525,1579,2671,1579	0
0,0,3371,525,525,1579,2671,1929	1
0,0,3371,525,525,1579,3021,1579	0
0,0,3371,525,525,1579,3021,1929	1
0,0,3371,525,525,1579,3371,1579	0
0,0,3371,525,525,1579,3371,1929	1
0,0,3371,525,525,1579,3721,1579	0
0,0,3371,525,525,1579,3721,1929	1
0,0,3371,525,525,1579,1519,1579	0
0,0,3371,525,525,1579,1519,1929	0
0,0,3371,525,525,1579,1869,1579	0
0,0,3371,525,525,1579,1869,1929	0
0,0,3371,525,525,1579,2219,1579	0
0,0,3371,525,525,1579,2219,1929	0
0,0,3371,525,525,1579,2671,1061	0
0,0,3371,525,525,1579,3021,1061	0
0,0,3371,525,525,1579,3371,1061	0
0,0,3371,525,525,1579,3721,1061	0
0,0,3371,525,525,1579,1519,1061	0
0,0,3371,525,525,1579,1869,1061	0
0,0,3371,525,525,1579,2219,1061	0
0,0,3371,525,525,1929,2671,1579	0
0,0,3371,525,525,1929,2671,1929	1
0,0,3371,525,525,1929,3021,1579	0
0,0,3371,525,525,1929,3021,1929	1
0,0,3371,525,525,1929,3371,1579	0
0,0,3371,525,525,1929,3371,1929	1
0,0,3371,525,525,1929,3721,1579	0
0,0,3371,525,525,1929,3721,1929	1
0,0,3371,525,525,1929,1519,1579	0
0,0,3371,525,525,1929,1519,1929	0
0,0,3371,525,525,1929,1869,1579	0
0,0,3371,525,525,1929,1869,1929	0
0,0,3371,525,525,1929,2219,1579	0
0,0,3371,525,525,1929,2219,1929	0
0,0,3371,525,525,1929,2671,1061	0
0,0,3371,525,525,1929,3021,1061	0
0,0,3371,525,525,1929,3371,1061	0
0,0,3371,525,525,1929,3721,1061	0
0,0,3371,525,525,1929,1519,1061	0
0,0,3371,525,525,1929,1869,1061	0
0,0,3371,525,525,1929,2219,1061	0
0,0,3371,525,875,1579,2671,1579	0
0,0,3371,525,875,1579,2671,1929	0
0,0,3371,525,875,1579,3021,1579	0
0,0,3371,525,875,1579,3021,1929	1
0,0,3371,525,875,1579,3371,1579	0
0,0,3371,525,875,1579,3371,1929	1
0,0,3371,525,875,1579,3721,1579	0
0,0,3371,525,875,1579,3721,1929	1
0,0,3371,525,875,1579,1519,1579	0
0,0,3371,525,875,1579,1519,1929	0
0,0,3371,525,875,1579,1869,1579	0
0,0,3371,525,875,1579,1869,1929	0
0,0,3371,525,875,1579,2219,1579	0
0,0,3371,525,875,1579,2219,1929	0
0,0,3371,525,875,1579,2671,1061	0
0,0,3371,525,875,1579,3021,1061	0
0,0,3371,525,875,1579,3371,1061	0
0,0,3371,525,875,1579,3721,1061	0
0,0,3371,525,875,1579,1519,1061	0
0,0,3371,525,875,1579,1869,1061	0
0,0,3371,525,875,1579,2219,1061	0
0,0,3371,525,875,1929,2671,1579	0
0,0,3371,525,875,1929,2671,1929	0
0,0,3371,525,875,1929,3021,1579	0
0,0,3371,525,875,1929,3021,1929	1
0,0,3371,525,875,1929,3371,1579	0
0,0,3371,525,875,1929,3371,1929	1
0,0,3371,525,875,1929,3721,1579	0
0,0,3371,525,875,1929,3721,1929	1
0,0,3371,525,875,1929,1519,1579	0
0,0,3371,525,875,1929,1519,1929	0
0,0,3371,525,875,1929,1869,1579	0
0,0,3371,525,875,1929,1869,1929	0
0,0,3371,525,875,1929,2219,1579	0
0,0,3371,525,875,1929,2219,1929	0
0,0,3371,525,875,1929,2671,1061	0
0,0,3371,525,875,1929,3021,1061	0
0,0,3371,525,875,1929,3371,1061	0
0,0,3371,525,875,1929,3721,1061	0
0,0,3371,525,875,1929,1519,1061	0
0,0,3371,525,875,1929,1869,1061	0
0,0,3371,525,875,1929,2219,1061	0
0,0,3371,525,1225,1579,2671,1579	0
0,0,3371,525,1225,1579,2671,1929	0
0,0,3371,525,1225,1579,3021,1579	0
0,0,3371,525,1225,1579,3021,1929	0
0,0,3371,525,1225,1579,3371,1579	0
0,0,3371,525,1225,1579,3371,1929	1
0,0,3371,525,1225,1579,3721,1579	0
0,0,3371,525,1225,1579,3721,1929	1
0,0,3371,525,1225,1579,1519,1579	0
0,0,3371,525,1225,1579,1519,1929	0
0,0,3371,525,1225,1579,1869,1579	0
0,0,3371,525,1225,1579,1869,1929	0
0,0,3371,525,1225,1579,2219,1579	0
0,0,3371,525,1225,1579,2219,1929	0
0,0,3371,525,1225,1579,2671,1061	0
0,0,3371,525,1225,1579,3021,1061	0
0,0,3371,525,1225,1579,3371,1061	0
0,0,3371,525,1225,1579,3721,1061	0
0,0,3371,525,1225,1579,1519,1061	0
0,0,3371,525,1225,1579,1869,1061	0
0,0,3371,525,1225,1579,2219,1061	0
0,0,3371,525,1225,1929,2671,1579	0
0,0,3371,525,1225,1929,2671,1929	0
0,0,3371,525,1225,1929,3021,1579	0
0,0,3371,525,1225,1929,3021,1929	0
0,0,3371,525,1225,1929,3371,1579	0
0,0,3371,525,1225,1929,3371,1929	1
0,0,3371,525,1225,1929,3721,1579	0
0,0,3371,525,1225,1929,3721,1929	1
0,0,3371,525,1225,1929,1519,1579	0
0,0,3371,525,1225,1929,1519,1929	0
0,0,3371,525,1225,1929,1869,1579	0
0,0,3371,525,1225,1929,1869,1929	0
0,0,3371,525,1225,1929,2219,1579	0
0,0,3371,525,1225,1929,2219,1929	0
0,0,3371,525,1225,1929,2671,1061	0
0,0,3371,525,1225,1929,3021,1061	0
0,0,3371,525,1225,1929,3371,1061	0
0,0,3371,525,1225,1929,3721,1061	0
0,0,3371,525,1225,1929,1519,1061	0
0,0,3371,525,1225,1929,1869,1061	0
0,0,3371,525,1225,1929,2219,1061	0
0,0,3371,525,1519,1579,2671,1579	0
0,0,3371,525,1519,1579,2671,1929	0
0,0,3371,525,1519,1579,3021,1579	0
0,0,3371,525,1519,1579,3021,1929	0
0,0,3371,525,1519,1579,3371,1579	0
0,0,3371,525,1519,1579,3371,1929	0
0,0,3371,525,1519,1579,3721,1579	0
0,0,3371,525,1519,1579,3721,1929	1
0,0,3371,525,1519,1579,1519,1579	0
0,0,3371,525,1519,1579,1519,1929	0
0,0,3371,525,1519,1579,1869,1579	0
0,0,3371,525,1519,1579,1869,1929	0
0,0,3371,525,1519,1579,2219,1579	0
0,0,3371,525,1519,1579,2219,1929	0
0,0,3371,525,1519,1579,2671,1061	0
0,0,3371,525,1519,1579,3021,1061	0
0,0,3371,525,1519,1579,3371,1061	0
0,0,3371,525,1519,1579,3721,1061	0
0,0,3371,525,1519,1579,1519,1061	0
0,0,3371,525,1519,1579,1869,1061	0
0,0,3371,525,1519,1579,2219,1061	0
0,0,3371,525,1519,1929,2671,1579	0
0,0,3371,525,1519,1929,2671,1929	0
0,0,3371,525,1519,1929,3021,1579	0
0,0,3371,525,1519,1929,3021,1929	0
0,0,3371,525,1519,1929,3371,1579	0
0,0,3371,525,1519,1929,3371,1929	0
0,0,3371,525,1519,1929,3721,1579	0
0,0,3371,525,1519,1929,3721,1929	1
0,0,3371,525,1519,1929,1519,1579	0
0,0,3371,525,1519,1929,1519,1929	0
0,0,3371,525,1519,1929,1869,1579	0
0,0,3371,525,1519,1929,1869,1929	0
0,0,3371,525,1519,1929,2219,1579	0
0,0,3371,525,1519,1929,2219,1929	0
0,0,3371,525,1519,1929,2671,1061	0
0,0,3371,525,1519,1929,3021,1061	0
0,0,3371,525,1519,1929,3371,1061	0
0,0,3371,525,1519,1929,3721,1061	0
0,0,3371,525,1519,1929,1519,1061	0
0,0,3371,525,1519,1929,1869,1061	0
0,0,3371,525,1519,1929,2219,1061	0
0,0,3371,525,1869,1579,2671,1579	0
0,0,3371,525,1869,1579,2671,1929	0
0,0,3371,525,1869,1579,3021,1579	0
0,0,3371,525,1869,1579,3021,1929	0
0,0,3371,525,1869,1579,3371,1579	0
0,0,3371,525,1869,1579,3371,1929	0
0,0,3371,525,1869,1579,3721,1579	0
0,0,3371,525,1869,1579,3721,1929	0
0,0,3371,525,1869,1579,1519,1579	0
0,0,3371,525,1869,1579,1519,1929	0
0,0,3371,525,1869,1579,1869,1579	0
0,0,3371,525,1869,1579,1869,1929	0
0,0,3371,525,1869,1579,2219,1579	0
0,0,3371,525,1869,1579,2219,1929	0
0,0,3371,525,1869,1579,2671,1061	0
0,0,3371,525,1869,1579,3021,1061	0
0,0,3371,525,1869,1579,3371,1061	0
0,0,3371,525,1869,1579,3721,1061	0
0,0,3371,525,1869,1579,1519,1061	0
0,0,3371,525,1869,1579,1869,1061	0
0,0,3371,525,1869,1579,2219,1061	0
0,0,3371,525,1869,1929,2671,1579	0
0,0,3371,525,1869,1929,2671,1929	0
0,0,3371,525,1869,1929,3021,1579	0
0,0,3371,525,1869,1929,3021,1929	0
0,0,3371,525,1869,1929,3371,1579	0
0,0,3371,525,1869,1929,3371,1929	0
0,0,3371,525,1869,1929,3721,1579	0
0,0,3371,525,1869,1929,3721,1929	0
0,0,3371,525,1869,1929,1519,1579	0
0,0,3371,525,1869,1929,1519,1929	0
0,0,3371,525,1869,1929,1869,1579	0
0,0,3371,525,1869,1929,1869,1929	0
0,0,3371,525,1869,1929,2219,1579	0
0,0,3371,525,1869,1929,2219,1929	0
0,0,3371,525,1869,1929,2671,1061	0
0,0,3371,525,1869,1929,3021,1061	0
0,0,3371,525,1869,1929,3371,1061	0
0,0,3371,525,1869,1929,3721,1061	0
0,0,3371,525,1869,1929,1519,1061	0
0,0,3371,525,1869,1929,1869,1061	0
0,0,3371,525,1869,1929,2219,1061	0
0,0,3371,525,2219,1579,2671,1579	0
0,0,3371,525,2219,1579,2671,1929	0
0,0,3371,525,2219,1579,3021,1579	0
0,0,3371,525,2219,1579,3021,1929	0
0,0,3371,525,2219,1579,3371,1579	0
0,0,3371,525,2219,1579,3371,1929	0
0,0,3371,525,2219,1579,3721,1579	0
0,0,3371,525,2219,1579,3721,1929	0
0,0,3371,525,2219,1579,1519,1579	0
0,0,3371,525,2219,1579,1519,1929	0
0,0,3371,525,2219,1579,1869,1579	0
0,0,3371,525,2219,1579,1869,1929	0
0,0,3371,525,2219,1579,2219,1579	0
0,0,3371,525,2219,1579,2219,1929	0
0,0,3371,525,2219,1579,2671,1061	0
0,0,3371,525,2219,1579,3021,1061	0
0,0,3371,525,2219,1579,3371,1061	0
0,0,3371,525,2219,1579,3721,1061	0
0,0,3371,525,2219,1579,1519,1061	0
0,0,3371,525,2219,1579,1869,1061	0
0,0,3371,525,2219,1579,2219,1061	0
0,0,3371,525,2219,1929,2671,1579	0
0,0,3371,525,2219,1929,2671,1929	0
0,0,3371,525,2219,1929,3021,1579	0
0,0,3371,525,2219,1929,3021,1929	0
0,0,3371,525,2219,1929,3371,1579	0
0,0,3371,525,2219,1929,3371,1929	0
0,0,3371,525,2219,1929,3721,1579	0
0,0,3371,525,2219,1929,3721,1929	0
0,0,3371,525,2219,1929,1519,1579	0
0,0,3371,525,2219,1929,1519,1929	0
0,0,3371,525,2219,1929,1869,1579	0
0,0,3371,525,2219,1929,1869,1929	0
0,0,3371,525,2219,1929,2219,1579	0
0,0,3371,525,2219,1929,2219,1929	0
0,0,3371,525,2219,1929,2671,1061	0
0,0,3371,525,2219,1929,3021,1061	0
0,0,3371,525,2219,1929,3371,1061	0
0,0,3371,525,2219,1929,3721,1061	0
0,0,3371,525,2219,1929,1519,1061	0
0,0,3371,525,2219,1929,1869,1061	0
0,0,3371,525,2219,1929,2219,1061	0
0,0,3371,525,175,1061,2671,1579	0
0,0,3371,525,175,1061,2671,1929	0
0,0,3371,525,175,1061,3021,1579	0
0,0,3371,525,175,1061,3021,1929	0
0,0,3371,525,175,1061,3371,1579	0
0,0,3371,525,175,1061,3371,1929	0
0,0,3371,525,175,1061,3721,1579	0
0,0,3371,525,175,1061,3721,1929	0
0,0,3371,525,175,1061,1519,1579	0
0,0,3371,525,175,1061,1519,1929	0
0,0,3371,525,175,1061,1869,1579	0
0,0,3371,525,175,1061,1869,1929	0
0,0,3371,525,175,1061,2219,1579	0
0,0,3371,525,175,1061,2219,1929	0
0,0,3371,525,175,1061,2671,1061	0
0,0,3371,525,175,1061,3021,1061	0
